START		200	None		Collect $200 as you pass GO
PROPERTY	60	DARK_RED	Gorf's council estate
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
TAX		100	None		Oxygen tax (pay $100)
UTILITY		200	None		Chrono's Railroad
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} to {owner}!
PROPERTY	100	RED		Zubwolf's Loft
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
CHANCE		-1	None		Chance
PROPERTY	100	Red		IRCnet Avenue
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
PROPERTY	120	Red		EFrael Avenue
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
LOONY_BIN	-1	None		In the loony bin/Just visiting
PROPERTY	140	DARK_GREEN	Schizophrenia
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
UTILITY		150	None		Welfare Office
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} to {owner}!
PROPERTY	140	DARK_GREEN	Bipolar
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
PROPERTY	160	DARK_GREEN	Giraffe Disorder
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
UTILITY		200	None		Chrono's Airport
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} to {owner}!
PROPERTY	180	YELLOW		#r4l-social
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
CHEST		-1	None		Community Chest
PROPERTY	180	YELLOW		#superbowl
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
PROPERTY	200	YELLOW		#arab
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
FREE_LSD	-1	None		Free LSD! la ^_^
PROPERTY	220	BLUE		The Ping Castle
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
CHANCE		-1	None		Chance
PROPERTY	220	BLUE		Timeout Castle
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
PROPERTY	240	BLUE		Nadia Castle
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
UTILITY		200	None		Chrono's Cabs
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} to {owner}!
PROPERTY	260	PINK		Knubbze's Bathroom
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
PROPERTY	260	PINK		Knubbze's Watch
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
UTILITY		150	None		Knocking Shop
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} to {owner}!
PROPERTY	280	PINK		Knubbze's Drugs Budget
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
SECTIONED	300	None		You got sectioned! (Go to loony bin)
PROPERTY	300	GREEN		Pynchon's Harem
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
PROPERTY	300	GREEN		Kade's Webcam
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
	BUY	2	2	{buyer} buys another house on {prop}!
	RENT	2	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	3	House
	BUY	2	3	{buyer} buys another house on {prop}!
	RENT	2	3	{who} pays ${cost} rent to {owner}!
	HOUSE	3	1	House
	BUY	3	1	{buyer} buys another house on {prop}!
	RENT	3	1	{who} pays ${cost} rent to {owner}!
	HOUSE	3	2	House
	BUY	3	2	{buyer} buys another house on {prop}!
	RENT	3	2	{who} pays ${cost} rent to {owner}!
	HOUSE	3	3	House
	BUY	3	3	{buyer} buys another house on {prop}!
	RENT	3	3	{who} pays ${cost} rent to {owner}!
CHEST		-1	None		Community Chest
PROPERTY	320	GREEN		sh0rt1e's Box o' Kids
	HOUSE	1	0	House
	BUY	1	0	{buyer} buys {prop}!
	RENT	1	0	{who} pays ${cost} rent to {owner}!
	HOUSE	1	1	House
	BUY	1	1	{buyer} buys another house on {prop}!
	RENT	1	1	{who} pays ${cost} rent to {owner}!
	HOUSE	1	2	House
	BUY	1	2	{buyer} buys another house on {prop}!
	RENT	1	2	{who} pays ${cost} rent to {owner}!
	HOUSE	2	1	House
	BUY	2	1	{buyer} buys another house on {prop}!
	RENT	2	1	{who} pays ${cost} rent to {owner}!
	HOUSE	2	2	House
